id,title,year,authors,venue,entityUrl
199,Query processing techniques for arrays,1999,"Arunprasad P. Marathe, Kenneth Salem",International Conference on Management of Data,304211
200,BOAT-optimistic decision tree construction,1999,"Johannes Gehrke, Venkatesh Ganti, Raghu Ramakrishnan, Wei-Yin Loh",International Conference on Management of Data,304197
201,Optimization of constrained frequent set queries with 2-variable constraints,1999,"Laks V. S. Lakshmanan, Raymond Ng, Jiawei Han, Alex Pang",International Conference on Management of Data,304196
202,Approximate computation of multidimensional aggregates of sparse data using wavelets,1999,"Jeffrey Scott Vitter, Min Wang",International Conference on Management of Data,304199
203,Self-tuning histograms: building histograms without looking at data,1999,"Ashraf Aboulnaga, Surajit Chaudhuri",International Conference on Management of Data,304198
204,An efficient bitmap encoding scheme for selection queries,1999,"Chee-Yong Chan, Yannis E. Ioannidis",International Conference on Management of Data,304201
205,Multi-dimensional selectivity estimation using compressed histogram information,1999,"Ju-Hong Lee, Deok-Hwan Kim, Chin-Wan Chung",International Conference on Management of Data,304200
206,A comparison of selectivity estimators for range queries on metric attributes,1999,"Bj&#246;rn Blohsfeld, Dieter Korus, Bernhard Seeger",International Conference on Management of Data,304203
207,Query optimization for selections using bitmaps,1999,Ming-Chuan Wu,International Conference on Management of Data,304202
208,Fast algorithms for projected clustering,1999,"Charu C. Aggarwal, Joel L. Wolf, Philip S. Yu, Cecilia Procopiuc, Jong Soo Park",International Conference on Management of Data,304188
209,Logical logging to extend recovery to new domains,1999,"David Lomet, Mark Tuttle",International Conference on Management of Data,304189
210,Efficient concurrency control for broadcast environments,1999,"Jayavel Shanmugasundaram, Arvind Nithrakashyap, Rajendran Sivasankaran, Krithi Ramamritham",International Conference on Management of Data,304190
211,Update propagation protocols for replicated databates,1999,"Yuri Breitbart, Raghavan Komondoor, Rajeev Rastogi, S. Seshadri, Avi Silberschatz",International Conference on Management of Data,304191
212,Belief reasoning in MLS deductive databases,1999,Hasan M. Jamil,International Conference on Management of Data,304192
213,A multimedia presentation algebra,1999,"S. Adali, M. L. Sapino, V. S. Subrahmanian",International Conference on Management of Data,304193
214,Querying network directories,1999,"H. V. Jagadish, Laks V. S. Lakshmanan, Tova Milo, Divesh Srivastava, Dimitra Vista",International Conference on Management of Data,304194
215,Online association rule mining,1999,Christian Hidber,International Conference on Management of Data,304195
216,Conceptual schema analysis: techniques and applications,1998,"S. Castano, V. De Antonellis, M. G. Fugini, B. Pernici",ACM Transactions on Database Systems (TODS),293150
217,An access control model supporting periodicity constraints and temporal reasoning,1998,"Elisa Bertino, Claudio Bettini, Elena Ferrari, Pierangela Samarati",ACM Transactions on Database Systems (TODS),293151
218,An efficient method for checking object-oriented database schema correctness,1998,"A. Formica, H. D. Groger, M. Missikoff",ACM Transactions on Database Systems (TODS),293152
219,Integration of spatial join algorithms for processing multiple inputs,1999,"Nikos Mamoulis, Dimitris Papadias",International Conference on Management of Data,304183
220,Selectivity estimation in spatial databases,1999,"Swarup Acharya, Viswanath Poosala, Sridhar Ramaswamy",International Conference on Management of Data,304184
221,Efficient concurrency control in multidimensional access methods,1999,"Kaushik Chakrabarti, Sharad Mehrotra",International Conference on Management of Data,304185
222,Snakes and sandwiches: optimal clustering strategies for a data warehouse,1999,"H. V. Jagadish, Laks V. S. Lakshmanan, Divesh Srivastava",International Conference on Management of Data,304186
223,OPTICS: ordering points to identify the clustering structure,1999,"Mihael Ankerst, Markus M. Breunig, Hans-Peter Kriegel, J&#246;rg Sander",International Conference on Management of Data,304187
224,A case for intelligent disks (IDISKs),1998,"Kimberly Keeton, David A. Patterson, Joseph M. Hellerstein",ACM SIGMOD Record,290602
225,The TriGS active object-oriented database system- an overview,1998,"G. Kappel, W. Retschitzegger",ACM SIGMOD Record,290601
226,Reminiscences on influential papers,1998,Richard Snodgrass,ACM SIGMOD Record,290599
227,B-tree page size when caching is considered,1998,David Lomet,ACM SIGMOD Record,290598
228,The Microsoft database research group,1998,"David Lomet, Roger Barga, Surajit Chaudhuri, Paul Larson, Vivek Narasayya",ACM SIGMOD Record,290608
229,Database research at Columbia University,1998,"Shih-Fu Chang, Luis Gravano, Gail E. Kaiser, Kenneth A. Ross, Salvatore J. Stolfo",ACM SIGMOD Record,290607
230,Database techniques for the World-Wide Web: a survey,1998,"Daniela Florescu, Alon Levy, Alberto Mendelzon",ACM SIGMOD Record,290605
231,Standards in practice,1998,"Andrew Eisenberg, Jim Melton",ACM SIGMOD Record,290604
232,Safe query languages for constraint databases,1998,Peter Z. Revesz,ACM Transactions on Database Systems (TODS),288088
233,Supporting valid-time indeterminacy,1998,"Curtis E. Dyreson, Richard Thomas Snodgrass",ACM Transactions on Database Systems (TODS),288087
234,The Garlic project,1996,"M. Tork Roth, M. Arya, L. Haas, M. Carey, W. Cody, R. Fagin, P. Schwarz, J. Thomas, E. Wimmers",International Conference on Management of Data,280363
235,BeSS: storage support for interactive visualization systems,1996,"A. Biliris, T. A. Funkhouser, W. O'Connell, E. Panagos",International Conference on Management of Data,280362
236,Algebraic change propagation for semijoin and outerjoin queries,1998,"Timothy Griffin, Bharat Kumar",ACM SIGMOD Record,290597
237,Enhanced nearest neighbour search on the R-tree,1998,"King Lum Cheung, Ada Wai-Chee Fu",ACM SIGMOD Record,290596
238,Report on the 5th international workshop on knowledge representation meets databases (KRDB'98),1998,"Alex Borgida, Vinay K. Chaudhri, Martin Staudt",ACM SIGMOD Record,290595
239,Safe stratified Datalog with integer order does not have syntax,1998,"Alexei P. Stolboushkin, Michael A. Taitslin",ACM Transactions on Database Systems (TODS),288089
240,DBMiner: interactive mining of multiple-level knowledge in relational databases,1996,"Jaiwei Han, Youngjian Fu, Wei Wang, Jenny Chiang, Osmar R. Za&#239;ane, Krzysztof Koperski",International Conference on Management of Data,280356
241,prospector: a content-based multimedia server for massively parallel architectures,1996,"S. Choo, W. O'Connell, G. Linerman, H. Chen, K. Ganapathy, A. Biliris, E. Panagos, D. Schrader",International Conference on Management of Data,280357
242,DBSim: a simulation tool for predicting database performance,1996,"Mark Lefler, Mark Stokrp, Craig Wong",International Conference on Management of Data,280354
243,LORE: a Lightweight Object REpository for semistructured data,1996,"Dallan Quass, Jennifer Widom, Roy Goldman, Kevin Haas, Qingshan Luo, Jason McHugh, Svetlozar Nestorov, Anand Rajaraman, Hugo Rivero, Serge Abiteboul, Jeff Ullman, Janet Wiener",International Conference on Management of Data,280355
244,CapBasED-AMS: a capability-based and event-driven activity management system,1996,"Patrick C. K. Hung, Helen P. Yeung, Kamalakar Karlapalem",International Conference on Management of Data,280360
245,The MultiView project: object-oriented view technology and applications,1996,"E. A. Rundensteiner, H. A. Kuno, Y.-G. Ra, V. Crestana-Taube, M. C. Jones, P. J. Marron",International Conference on Management of Data,280361
246,METU interoperable database system,1996,"Asuman Dogac, Ugur Halici, Ebru Kilic, Gokhan Ozhan, Fatma Ozcan, Sena Nural, Cevdet Dengi, Sema Mancuhan, Budak Arpinar, Pinar Koksal, Cem Evrendilek",International Conference on Management of Data,280358
247,SONAR: system for optimized numeric association rules,1996,"Takeshi Fukuda, Yasuhiko Morimoto, Shinichi Morishita, Takeshi Tokuyama",International Conference on Management of Data,280359
248,Repository system engineering,1996,Pillip A. Bernstein,International Conference on Management of Data,280348
249,databases and visualization,1996,Daniel A. Keim,International Conference on Management of Data,280349
250,"Adaptive, fine-grained sharing in a client-server OODBMS: a callback-based approach",1997,"Markos Zaharioudakis, Michael J. Carey, Michael J. Franklin",ACM Transactions on Database Systems (TODS),278249
251,The ins and outs (and everything in between) of data warehousing,1996,"Phil Fernandez, Donovan Schneider",International Conference on Management of Data,280347
252,Thinksheet: a tool for tailoring complex documents,1996,"Peter Piatko, Roman Yangarber, Daoi Lin, Dennis Shasha",International Conference on Management of Data,280352
253,HyperStorM-administering structured documents using object-oriented database technology,1996,"Klemens B&#246;hm, Karl Aberer",International Conference on Management of Data,280353
254,State of the art in workflow management research and products,1996,C. Mohan,International Conference on Management of Data,280350
255,Data mining techniques,1996,Jiawei Han,International Conference on Management of Data,280351
256,Minimization of tree pattern queries,2001,"Sihem Amer-Yahia, SungRan Cho, Laks V. S. Lakshmanan, Divesh Srivastava",International Conference on Management of Data,375730
257,Data-driven understanding and refinement of schema mappings,2001,"Ling Ling Yan, Ren&#233;e J. Miller, Laura M. Haas, Ronald Fagin",International Conference on Management of Data,375729
258,Communication-efficient distributed mining of association rules,2001,"Assaf Schuster, Ran Wolff",International Conference on Management of Data,375728
259,Selectivity estimation using probabilistic models,2001,"Lise Getoor, Benjamin Taskar, Daphne Koller",International Conference on Management of Data,375727
260,Applying the golden rule of sampling for query estimation,2001,"Yi-Leh Wu, Divyakant Agrawal, Amr El Abbadi",International Conference on Management of Data,375724
261,Monitoring XML data on the Web,2001,"Benjamin Nguyen, Serge Abiteboul, Gr&#233;gory Cobena, Miha&#237; Preda",International Conference on Management of Data,375723
262,On supporting containment queries in relational database management systems,2001,"Chun Zhang, Jeffrey Naughton, David DeWitt, Qiong Luo, Guy Lohman",International Conference on Management of Data,375722
263,Updating XML,2001,"Igor Tatarinov, Zachary G. Ives, Alon Y. Halevy, Daniel S. Weld",International Conference on Management of Data,375720
264,The nimble integration engine,2001,"Denise Draper, Alon Y. Halevy, Daniel S. Weld",International Conference on Management of Data,375744
265,Experiences in mining aviation safety data,2001,"Zohreh Nazeri, Eric Bloedorn, Paul Ostwald",International Conference on Management of Data,375743
266,Catalog management in websphere commerce suite,2001,Thomas Maguire,International Conference on Management of Data,375742
267,Content integration for e-business,2001,"Michael Stonebraker, Joseph M. Hellerstein",International Conference on Management of Data,375739
268,The network is the database: data management for highly distributed systems,2001,"Julio C. Navas, Michael Wynblatt",International Conference on Management of Data,375737
269,Enabling dynamic content caching for database-driven web sites,2001,"K. Sel&#231;uk Candan, Wen-Syan Li, Qiong Luo, Wang-Pin Hsiung, Divyakant Agrawal",International Conference on Management of Data,375736
270,"StorHouse metanoia - new applications for database, storage &; data warehousing",2001,"Felipe Cari&#241;o, Jr., Pekka Kostamaa, Art Kaufmann, John Burgess",International Conference on Management of Data,375733
271,Reconciling schemas of disparate data sources: a machine-learning approach,2001,"AnHai Doan, Pedro Domingos, Alon Y. Halevy",International Conference on Management of Data,375731
272,REVIEW: a real-time virtual walkthrough system,2001,"L. Shou, C. H. Chionh, Z. Huang, Y. Ruan, Kian-Lee Tan",International Conference on Management of Data,375755
