id,https://www.scads.de/movieBenchmark/ontology/primaryProfessions,https://www.scads.de/movieBenchmark/ontology/name,http://dbpedia.org/ontology/birthYear,http://dbpedia.org/ontology/deathYear,entityUrl,https://www.scads.de/movieBenchmark/ontology/isAdult,https://www.scads.de/movieBenchmark/ontology/genre_list,https://www.scads.de/movieBenchmark/ontology/startYear,https://www.scads.de/movieBenchmark/ontology/runtimeMinutes,https://www.scads.de/movieBenchmark/ontology/title,https://www.scads.de/movieBenchmark/ontology/originalTitle,http://dbpedia.org/ontology/episodeNumber,http://dbpedia.org/ontology/seasonNumber,https://www.scads.de/movieBenchmark/ontology/endYear
191,"editor,editorial_department,producer",Alpesh Patel,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1195914,,,,,,,,,
192,"actress,soundtrack",Jeanne Cooper,1928-01-01,2013-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0178137,,,,,,,,,
193,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0369945,0,Musical,2002-01-01,105,Smokey Joe's Cafe: The Songs of Leiber and Stoller,Smokey Joe's Cafe: The Songs of Leiber and Stoller,,,
194,"director,writer,producer",Estela Bravo,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0106073,,,,,,,,,
195,actress,Mary Adams,1910-01-01,1973-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0011195,,,,,,,,,
196,writer,Nancy Burrage Owen,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm5484466,,,,,,,,,
197,actress,Elvira Curci,1900-01-01,1984-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0192619,,,,,,,,,
198,"actor,soundtrack",Alan Dexter,1918-01-01,1983-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0223283,,,,,,,,,
199,writer,Jay Simms,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0799972,,,,,,,,,
200,actor,Kamal Xudaverdiyev,,2008-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm1293053,,,,,,,,,
201,"director,producer",David Moore,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0601095,,,,,,,,,
202,actor,Chris Snell,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1600085,,,,,,,,,
203,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0551400,0,Comedy,2002-01-01,29,The Benadryl Brownie,The Benadryl Brownie,2,3,
204,"writer,producer",Kenneth L. Evans,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1299255,,,,,,,,,
205,"producer,art_department",Mychelle Deschamps,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0221026,,,,,,,,,
206,actor,Lev Lyubetskiy,1920-01-01,2000-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0529384,,,,,,,,,
207,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0630920,0,Drama,1954-01-01,30,No Help Wanted,No Help Wanted,10,2,
208,actor,Oscar Zia,1996-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm6181433,,,,,,,,,
209,"writer,animation_department,art_department",Vance Gerry,1929-01-01,2005-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0314788,,,,,,,,,
210,"actor,producer,miscellaneous",Mike Connors,1925-01-01,2017-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0175528,,,,,,,,,
211,"writer,producer,actor",Palmer Thompson,1918-01-01,1969-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0860565,,,,,,,,,
212,actor,Peter Hansen,1921-01-01,2017-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0361048,,,,,,,,,
213,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0726132,0,"Crime,Drama",1973-01-01,60,Blockhouse Breakdown,Blockhouse Breakdown,6,1,
214,"director,art_department,animation_department",Shin Onuma,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm2932996,,,,,,,,,
215,,Ty,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm3155508,,,,,,,,,
216,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0631064,0,Drama,1955-01-01,30,Week-End in Winnetka,Week-End in Winnetka,2,3,
217,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0604366,0,"Crime,Drama,Mystery",1998-01-01,,Finnegan's Wake,Finnegan's Wake,21,6,
218,writer,Eline Farideh Koning,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm9509506,,,,,,,,,
219,actress,Spela Rozin,1943-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0744392,,,,,,,,,
220,"actor,soundtrack,writer",James Barton,1890-01-01,1962-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0059165,,,,,,,,,
221,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0551382,0,Comedy,2000-01-01,30,Affirmative Action,Affirmative Action,9,1,
222,"editor,producer,editorial_department",Scott Boyd,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0101910,,,,,,,,,
223,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0792825,0,"Crime,Drama",1974-01-01,60,Time and Place Unknown: Part 1,Time and Place Unknown: Part 1,11,1,
224,actress,Michelyn Emelle,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0256146,,,,,,,,,
225,actress,Elizabeth Shepherd,1936-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0791774,,,,,,,,,
226,"actor,writer",Tony Musante,1936-01-01,2013-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0615540,,,,,,,,,
227,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt1049251,0,Comedy,2007-01-01,29,The Freak Book,The Freak Book,5,6,
228,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0829691,0,Reality-TV,2006-01-01,43,Alligator Farmer,Alligator Farmer,5,2,
229,"actress,writer",Jenny Eclair,1960-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0248759,,,,,,,,,
230,writer,Doris Gilbert,1914-01-01,1993-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0318023,,,,,,,,,
231,composer,Steve Givens,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm2446931,,,,,,,,,
232,actress,Albina Matveyeva,1939-01-01,2016-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0560629,,,,,,,,,
233,"actor,miscellaneous,producer",Alan Dinehart,1918-01-01,1992-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0003061,,,,,,,,,
234,actress,Helen Van Tuyl,1892-01-01,1964-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0888130,,,,,,,,,
235,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0096499,0,"Drama,Short",1988-01-01,42,Zashchitnik Sedov,Zashchitnik Sedov,,,
236,"writer,miscellaneous",Anne Howard Bailey,1924-01-01,2006-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0047143,,,,,,,,,
237,"editor,editorial_department,sound_department",Susan Shipton,1958-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0794156,,,,,,,,,
238,"actress,writer,producer",Cristin Milioti,1985-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm2129662,,,,,,,,,
239,actor,Adrian Bailey,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1218483,,,,,,,,,
240,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0631027,0,Drama,1961-01-01,30,The Preliminaries,The Preliminaries,22,8,
241,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0604329,0,"Crime,Drama,Mystery",1995-01-01,,A Doll's Eyes,A Doll's Eyes,6,4,
242,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0710737,0,"Drama,Sport,Western",1963-01-01,,Joby,Joby,23,1,
243,"actor,soundtrack",James Flavin,1906-01-01,1976-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0281329,,,,,,,,,
244,"writer,director,actor",Chuck Conry,1983-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm4734152,,,,,,,,,
245,"cinematographer,camera_department,miscellaneous",Norbert Brodine,1896-01-01,1970-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0005661,,,,,,,,,
246,"actress,producer,production_manager",Diane Baker,1938-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0000832,,,,,,,,,
247,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt6950398,0,"Animation,Comedy,Family",2017-01-01,,Fix It Mum and Dad,Fix It Mum and Dad,43,1,
248,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0630865,0,Drama,1958-01-01,30,For Better or for Worse,For Better or for Worse,2,6,
249,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0453066,1,Adult,2005-01-01,240,Flesh Hunter 8,Flesh Hunter 8,,,
250,"producer,writer,miscellaneous",Michael S. Chernuchin,1954-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0155961,,,,,,,,,
251,"actor,director,soundtrack",Nicholas Colasanto,1924-01-01,1985-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0170225,,,,,,,,,
252,"actor,soundtrack,music_department",Warren Oates,1928-01-01,1982-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0643105,,,,,,,,,
253,writer,Helen Garnell,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm5474627,,,,,,,,,
254,actress,Evelyn Eaton,1924-01-01,1964-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0247818,,,,,,,,,
255,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0505698,0,Adventure,1962-01-01,48,The Velvet Trap,The Velvet Trap,16,3,
256,actress,Vijayshanti,1966-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0897227,,,,,,,,,
257,"actor,director,soundtrack",Lev Durov,1931-01-01,2015-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0244296,,,,,,,,,
258,"actor,soundtrack",James Pritchett,1922-01-01,2011-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0698097,,,,,,,,,
259,"actress,soundtrack",Sanae Kobayashi,1980-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1058720,,,,,,,,,
260,actress,Elva Mai Hoover,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0393882,,,,,,,,,
261,actor,J. Sean Elliott,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm3302379,,,,,,,,,
262,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0604361,0,"Crime,Drama,Mystery",1995-01-01,,End Game,End Game,14,3,
263,actor,Gordon Barnes,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0055615,,,,,,,,,
264,actor,Harry Lauter,1914-01-01,1990-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0491591,,,,,,,,,
265,"actor,miscellaneous,producer",Miklos Perlus,1977-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0674280,,,,,,,,,
266,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt4128574,0,Drama,2015-01-01,49,Chapter 38,Chapter 38,12,3,
267,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0657666,0,"Adventure,Drama,Family",1960-01-01,30,Barbecue,Barbecue,11,1,
268,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0642140,0,"Biography,Comedy,Documentary",2003-01-01,,Isaac Newton,Isaac Newton,2,1,
269,writer,Lloyd Rose,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0970064,,,,,,,,,
270,"actor,writer,miscellaneous",Josh Grelle,1985-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm2171329,,,,,,,,,
271,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt3892088,0,Drama,2015-01-01,53,Chapter 29,Chapter 29,3,3,
272,"producer,actor,director",Hannu Kahakorpi,1946-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0434654,,,,,,,,,
273,writer,Pierre Cendors,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm9325377,,,,,,,,,
274,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0630828,0,Drama,1959-01-01,30,Alien Love,Alien Love,12,7,
275,"music_department,director,producer",Kip Walton,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0910555,,,,,,,,,
276,actor,Nicholas Day,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0206530,,,,,,,,,
277,"actor,soundtrack,director",Gerd Baltus,1932-01-01,2019-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0051253,,,,,,,,,
278,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0584721,0,Drama,1964-01-01,58,Treffpunkt Wien,Treffpunkt Wien,4,2,
279,cinematographer,Viet Thanh Pham,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0679642,,,,,,,,,
280,actor,Henry S. Quan,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0702836,,,,,,,,,
281,"producer,actor,miscellaneous",Dick Clark,1929-01-01,2012-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0163863,,,,,,,,,
282,"composer,music_department,soundtrack",Jeff Beal,1963-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0063618,,,,,,,,,
283,"director,producer,location_management",Becky Martin,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0551953,,,,,,,,,
284,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0631022,0,Drama,1953-01-01,30,The One That Got Away,The One That Got Away,7,1,
285,"writer,actor",Sajeev Pazhoor,1974-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm8263949,,,,,,,,,
286,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0710732,0,"Drama,Sport,Western",1962-01-01,60,Fight Night,Fight Night,2,1,
287,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt4977374,0,"Biography,Documentary,History",2015-01-01,60,The Mystery of Matter: Search for the Elements,The Mystery of Matter: Search for the Elements,,,2015-01-01
288,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0847454,0,"Action,Adventure,Animation",2006-01-01,22,¡Viva los muertos!,¡Viva los muertos!,11,2,
289,"cinematographer,camera_department",Barun Raha,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0706660,,,,,,,,,
290,writer,Randall Anderson,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0963340,,,,,,,,,
291,"actor,miscellaneous",Reinhard Glemnitz,1930-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0322495,,,,,,,,,
292,"writer,producer",Paul Attanasio,1959-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0001921,,,,,,,,,
293,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0630860,0,Drama,1960-01-01,,"Faith, Hope and Mr. Flaherty","Faith, Hope and Mr. Flaherty",27,7,
294,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0520147,0,Adventure,1962-01-01,,The Floating Fortune,The Floating Fortune,17,1,
295,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0505693,0,Adventure,1961-01-01,60,The Reluctant Hero,The Reluctant Hero,2,3,
296,writer,Esther McCoy,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm6464238,,,,,,,,,
297,"editor,assistant_director,camera_department",Elfie Tillack,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0863267,,,,,,,,,
298,writer,Juarez Roberts,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0961635,,,,,,,,,
299,actor,Roberto Rossellini,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm3397294,,,,,,,,,
300,"composer,music_department",Milcho Leviev,1937-01-01,2019-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0505527,,,,,,,,,
301,,Ren,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm2095244,,,,,,,,,
302,"writer,producer",Richard Alan Simmons,1924-01-01,2004-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0799875,,,,,,,,,
303,producer,Charles Mintz,1889-01-01,1939-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0591762,,,,,,,,,
304,actress,Jadranka Matkovic,1951-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0559127,,,,,,,,,
305,actor,Berry Kroeger,1912-01-01,1991-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0471854,,,,,,,,,
306,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0630823,0,Drama,1956-01-01,30,A Ticket for May,A Ticket for May,18,3,
307,"production_designer,art_department,art_director",Ed Wittstein,1929-01-01,2011-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0937129,,,,,,,,,
308,actor,Paul Micale,1916-01-01,1999-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0583995,,,,,,,,,
309,"producer,writer,director",Jean Bolvary,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0093472,,,,,,,,,
310,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0443399,0,"Family,Fantasy",1985-01-01,30,Pob's Programme,Pob's Programme,,,1990-01-01
311,producer,Chuck Copeland,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm4286363,,,,,,,,,
312,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0505656,0,Adventure,1961-01-01,60,One Way Ticket,One Way Ticket,10,3,
313,writer,Herbert Reinecker,1914-01-01,2007-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0717977,,,,,,,,,
314,"producer,miscellaneous",Lionello Santi,1918-01-01,1995-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0763523,,,,,,,,,
315,"composer,music_department,soundtrack",Carlo Siliotto,1950-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0798002,,,,,,,,,
316,,Lynette Eads,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm3392808,,,,,,,,,
317,"actor,soundtrack",Jeff Morrow,1907-01-01,1993-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0607504,,,,,,,,,
318,"director,writer,sound_department",Pekka Lehto,1948-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0499939,,,,,,,,,
319,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0630995,0,Drama,1955-01-01,30,The Girl Who Knew,The Girl Who Knew,18,2,
320,"editor,miscellaneous",Agnès Guillemot,1931-01-01,2005-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0347071,,,,,,,,,
321,"actor,director,writer",Chris Grega,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1071256,,,,,,,,,
322,"actress,producer",Jayne Atkinson,1959-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0040739,,,,,,,,,
323,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt5947404,0,"Drama,Romance",1970-01-01,136,Obyknovennaya istoriya,Obyknovennaya istoriya,,,
324,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0520142,0,Adventure,1962-01-01,,Tambu,Tambu,13,1,
325,"producer,director,writer",Edward Barbini,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0053697,,,,,,,,,
326,"actor,soundtrack,director",Dwayne Hickman,1934-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0382722,,,,,,,,,
327,miscellaneous,Doug Wolven,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm3098674,,,,,,,,,
328,"cinematographer,camera_department",William W. Spencer,1921-01-01,2007-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0818157,,,,,,,,,
329,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0050024,0,Adventure,1957-01-01,30,Harbormaster,Harbormaster,,,1958-01-01
330,"writer,miscellaneous,producer",Sidney Morse,1920-01-01,2003-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0607676,,,,,,,,,
331,actor,Ken Renard,1905-01-01,1993-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0719164,,,,,,,,,
332,"producer,editor,director",John Kemeny,1925-01-01,2012-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0447190,,,,,,,,,
333,actress,Jun Mizuki,1973-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0594659,,,,,,,,,
334,"actress,director,writer",Rachel Ward,1957-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0001829,,,,,,,,,
335,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0630958,0,Drama,1958-01-01,30,South American Uncle,South American Uncle,27,5,
336,actress,Débora Duarte,1950-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0239091,,,,,,,,,
337,"actor,transportation_department",Steve Radenbaugh,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm3091911,,,,,,,,,
338,actor,Harry Townes,1914-01-01,2001-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0870038,,,,,,,,,
339,"writer,producer,miscellaneous",Kevin Arkadie,1957-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0035024,,,,,,,,,
340,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt2440660,0,Drama,2013-01-01,55,Chapter 11,Chapter 11,11,1,
341,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0505651,0,Adventure,1961-01-01,60,Nightmare in the Sun,Nightmare in the Sun,35,2,
342,"actress,director",Leona Hirota,1963-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0386420,,,,,,,,,
343,actor,Mark Chapman,1955-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1023764,,,,,,,,,
344,actress,Charlotte Stewart,1941-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0829270,,,,,,,,,
345,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt1552648,0,"Crime,Documentary",2005-01-01,60,CIA: Crime Investigation Australia,CIA: Crime Investigation Australia,,,2009-01-01
346,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0883885,0,"Animation,Comedy,Fantasy",1999-01-01,21,So Very Attractive,So Very Attractive,7,3,
347,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0596836,0,Adventure,1957-01-01,30,The Thievingest Dog,The Thievingest Dog,1,1,
348,"writer,producer",Harry Miles Muheim,1920-01-01,2003-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm1066093,,,,,,,,,
349,"actress,soundtrack",Veda Ann Borg,1915-01-01,1973-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0096458,,,,,,,,,
350,"actor,director,producer",Don Pedro Colley,1938-01-01,2017-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0171824,,,,,,,,,
351,"writer,actor,producer",George Bellak,1919-01-01,2002-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0068666,,,,,,,,,
352,"actor,producer",Nico Minardos,1930-01-01,2011-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0590956,,,,,,,,,
353,actress,Betsy Paul,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1605155,,,,,,,,,
354,"director,producer,writer",Brad Anderson,1964-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0026442,,,,,,,,,
355,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0630990,0,Drama,1953-01-01,30,The Faith of Chata,The Faith of Chata,13,1,
356,actor,Robert Doyle,1938-01-01,2000-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0236482,,,,,,,,,
357,"actor,soundtrack,miscellaneous",Hans Conried,1917-01-01,1982-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0175788,,,,,,,,,
358,"writer,producer,miscellaneous",Diane Taylor,,2016-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm4461520,,,,,,,,,
