id,https://www.scads.de/movieBenchmark/ontology/name,http://xmlns.com/foaf/0.1/gender,entityUrl,https://www.scads.de/movieBenchmark/ontology/title,https://www.scads.de/movieBenchmark/ontology/release_year,http://dbpedia.org/ontology/episodeNumber,http://dbpedia.org/ontology/releaseDate,http://dbpedia.org/ontology/seasonNumber,http://dbpedia.org/ontology/abstract,https://www.scads.de/movieBenchmark/ontology/company_type,https://www.scads.de/movieBenchmark/ontology/origin_country,https://www.scads.de/movieBenchmark/ontology/known_for_department,https://www.scads.de/movieBenchmark/ontology/in_production,https://www.scads.de/movieBenchmark/ontology/last_air_date,https://www.scads.de/movieBenchmark/ontology/original_language,https://www.scads.de/movieBenchmark/ontology/languages,https://www.scads.de/movieBenchmark/ontology/status,https://www.scads.de/movieBenchmark/ontology/genre_list,https://www.scads.de/movieBenchmark/ontology/originalTitle,http://xmlns.com/foaf/0.1/homepage,http://dbpedia.org/ontology/numberOfEpisodes,http://dbpedia.org/ontology/numberOfSeasons,http://dbpedia.org/ontology/runtime,http://dbpedia.org/ontology/budget,https://www.scads.de/movieBenchmark/ontology/revenue,https://www.scads.de/movieBenchmark/ontology/production_countries,https://www.scads.de/movieBenchmark/ontology/spoken_languages,http://dbpedia.org/ontology/birthDate,https://www.scads.de/movieBenchmark/ontology/birthPlace,https://www.scads.de/movieBenchmark/ontology/tagline,https://www.scads.de/movieBenchmark/ontology/also_known_as
117,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode907791,Hitagi Crab (2),2009-01-01,2,2009-07-10,1,"When Hitagi is attacked by a crab god, Oshino is forced to intervene. This allows her to beg the crab to return her feeling and memories.",,,,,,,,,,,,,,,,,,,,,,
118,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1920966,First to Die,2016-01-01,3,2016-01-23,3,"A shotgun wedding leaves naval officers John Marmo and Rebecca Braswell in a troubled marriage with a baby. As the relationship crumbles, allegations of infidelity and abuse run rampant. A fierce custody battle pushes both sides in a deadly battle.",,,,,,,,,,,,,,,,,,,,,,
119,Channel 4 Television,,https://www.scads.de/movieBenchmark/resource/TMDB/company5778,,,,,,,productionCompany,GB,,,,,,,,,,,,,,,,,,,,
120,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1718707,Episode 5,1983-01-01,5,1983-03-06,1,,,,,,,,,,,,,,,,,,,,,,,
121,Българска Кинематография,,https://www.scads.de/movieBenchmark/resource/TMDB/company77049,,,,,,,productionCompany,,,,,,,,,,,,,,,,,,,,,
122,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode324198,"Mary, Joseph and Larry",2002-01-01,9,2002-11-10,3,"Larry proves himself an unskilled Christmas tipper, while both Larry and Jeff prove incompetent at creating believable alibis for the messes they get in. After offending his housekeeper, Larry makes amends with her at the expense of his wife. Later, Larry attempts to reconcile with Cheryl's family after ruining their nativity scene.",,,,,,,,,,,,,,,,,,,,,,
123,Raymond Arrieta,2,https://www.scads.de/movieBenchmark/resource/TMDB/person1240080,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Adam Bernstein,2,https://www.scads.de/movieBenchmark/resource/TMDB/person111338,,,,,,,,,Directing,,,,,,,,,,,,,,,,,,,
125,Larry Williams,0,https://www.scads.de/movieBenchmark/resource/TMDB/person1233787,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode382812,至信素心　互稱兄妹,,17,,1,,,,,,,,,,,,,,,,,,,,,,,
127,Leyla Shikhlinskaya,1,https://www.scads.de/movieBenchmark/resource/TMDB/person1804186,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1141055,Episode 3,2015-01-01,3,2015-07-13,1,,,,,,,,,,,,,,,,,,,,,,,
129,Malou Crisologo,0,https://www.scads.de/movieBenchmark/resource/TMDB/person1373999,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1303209,Episode 3,2016-01-01,3,2016-11-18,1,,,,,,,,,,,,,,,,,,,,,,,
131,Richard Llewellyn,0,https://www.scads.de/movieBenchmark/resource/TMDB/person145845,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1298612,Episode 6,1972-01-01,6,1972-02-23,1,,,,,,,,,,,,,,,,,,,,,,,
133,James B. Clark,,https://www.scads.de/movieBenchmark/resource/TMDB/person38250,,,,,,,,,Editing,,,,,,,,,,,,,,,,,,,
134,Gesualdo Bufalino,0,https://www.scads.de/movieBenchmark/resource/TMDB/person1727836,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Giao-Chau Ly,0,https://www.scads.de/movieBenchmark/resource/TMDB/person1898861,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Carlo Fermariello,0,https://www.scads.de/movieBenchmark/resource/TMDB/person1314132,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Peter Lühr,2,https://www.scads.de/movieBenchmark/resource/TMDB/person51398,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Soham Chakraborty,0,https://www.scads.de/movieBenchmark/resource/TMDB/person1279816,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,Barun Raha,2,https://www.scads.de/movieBenchmark/resource/TMDB/person1274138,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Steve Arnold,2,https://www.scads.de/movieBenchmark/resource/TMDB/person11412,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Jeremy Bronson,0,https://www.scads.de/movieBenchmark/resource/TMDB/person1241327,,,,,,,,,Writing,,,,,,,,,,,,,,,,,,,
142,Lee Do-gyeong,2,https://www.scads.de/movieBenchmark/resource/TMDB/person127850,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode694506,"Plain, Unmarked Envelope",1960-01-01,24,1960-04-03,7,,,,,,,,,,,,,,,,,,,,,,,
144,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1755184,Episode 5,2019-01-01,5,2019-05-25,3,,,,,,,,,,,,,,,,,,,,,,,
145,Leonid Kalashnikov,2,https://www.scads.de/movieBenchmark/resource/TMDB/person47917,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode402777,Charlie Six Kids,1962-01-01,15,1962-05-29,1,,,,,,,,,,,,,,,,,,,,,,,
147,Otis Sallid,0,https://www.scads.de/movieBenchmark/resource/TMDB/person192277,,,,,,,,,Writing,,,,,,,,,,,,,,,,,,,
148,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode198942,Chimney Sweeper,2005-01-01,13,2005-11-08,1,"Mike first goes to the Chimney Safety Institute of America in Plainfield, IN and learns how to be a certified chimney sweeper. Mike then goes to Ontario, Canada to salvage underwater logs, which are then used to make furniture. Finally, Mike visits a scrap metal recycler in St. Louis, MO and learns how to separate different metals and operate some big machines.",,,,,,,,,,,,,,,,,,,,,,
149,,,https://www.scads.de/movieBenchmark/resource/TMDB/movie532329,Abel,2018-01-01,,2018-02-28,,"Abel doesn't leave his room for 20 years. After the accident, he confined himself to the cloister and his instincts, creating a routine.  However, it is when the person who ensures his survival ceases to appear, finishing the food and the drink, that he ends up leaving the alienated state in which he is. Abel goes out to the unknown in order to satisfy his addiction.  Without knowing it, he is approaching the abyss.",,,,,,en,,Released,Drama,Abel,,,,6,0,0,Portugal,,,,,
150,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode57931,Motherhunt (2),2002-01-01,7,2002-05-19,2,"'A widow finds a baby on her doorstep with a note saying ''A child should live in his father's house.''  Enter Wolfe, whose job is to find out if the dearly departed really sired the orphan.  Archie investigates and still finds time to romance the widow.  After a few dead ends, Wolfe and Archie redouble their efforts using the baby as mother-bait, but the scheme leads to another death.  With his usual impeccable timing, Inspector Cramer comes knocking, and Wolfe and Archie are forced into hiding at their client's house to buy time to solve the case.",,,,,,,,,,,,,,,,,,,,,,
151,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1382530,Episode 14,2017-01-01,14,2017-08-14,2,,,,,,,,,,,,,,,,,,,,,,,
152,Marion Rothman,1,https://www.scads.de/movieBenchmark/resource/TMDB/person18651,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,Tony Pitts,2,https://www.scads.de/movieBenchmark/resource/TMDB/person1229255,,,,,,,,,Acting,,,,,,,,,,,,,,,,,,,
154,Joe Chrest,2,https://www.scads.de/movieBenchmark/resource/TMDB/person141762,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,Beyond C.,,https://www.scads.de/movieBenchmark/resource/TMDB/company29177,,,,,,,productionCompany,,,,,,,,,,,,,,,,,,,,,
156,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1382340,Episode 15,2003-01-01,15,2003-01-30,1,,,,,,,,,,,,,,,,,,,,,,,
157,Jun Ki Sang,0,https://www.scads.de/movieBenchmark/resource/TMDB/person2289830,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode199086,Soo Locks Technician,2010-01-01,4,2010-01-26,6,Mike goes to Michigan to join up with the 12 maintenance crew.,,,,,,,,,,,,,,,,,,,,,,
159,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode694488,The Red Dress,1959-01-01,6,1959-11-01,7,,,,,,,,,,,,,,,,,,,,,,,
160,Ken Anderson,0,https://www.scads.de/movieBenchmark/resource/TMDB/person57334,,,,,,,,,Writing,,,,,,,,,,,,,,,,,,,
161,Brian Kratz,0,https://www.scads.de/movieBenchmark/resource/TMDB/person2200313,,,,,,,,,Writing,,,,,,,,,,,,,,,,,,,
162,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1408988,Episode 11,2016-01-01,11,2016-12-15,1,,,,,,,,,,,,,,,,,,,,,,,
163,Raging Stallion Studios,,https://www.scads.de/movieBenchmark/resource/TMDB/company6487,,,,,,,productionCompany,US,,,,,,,,,,,,,,,,,,,,
164,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode324193,The Nanny from Hell,2002-01-01,4,2002-10-06,3,"'Larry, Cheryl, Jeff and Susie encounter a ''''nanny from hell'''' whose reign of terror is thwarted by ten sponge cakes. Larry commits a ''''penis faux pas'''' after a pool party, and Richard Lewis seeks immortality from Bartlett's Quotations.",,,,,,,,,,,,,,,,,,,,,,
165,Luis Chao,0,https://www.scads.de/movieBenchmark/resource/TMDB/person1603465,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode890565,Der Überfall,2012-01-01,4,2012-10-02,1,,,,,,,,,,,,,,,,,,,,,,,
167,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1136171,Don't Call It A Comeback,2015-01-01,6,2015-11-17,3," BET's first hour long scripted drama is a follow-up to the same-titled TV movie that premiered on the network in the summer of 2013. The series returns Gabrielle Union to the lead role of Mary Jane Paul, a successful cable news anchor who has a closet packed with designer clothes and shoes, a beautiful home, a nice car, and the drive to achieve even greater heights. Yet something is missing. As Mary Jane looks to start a family of her own to share life's greatest gifts, she discovers who she really is and the people who help define her. ",,,,,,,,,,,,,,,,,,,,,,
168,David Moore,2,https://www.scads.de/movieBenchmark/resource/TMDB/person119114,,,,,,,,,Directing,,,,,,,,,,,,,,,,,,,
169,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1030003,[52] Koimonogatari [4] Hitagi End - Part 4,2013-01-01,21,2013-12-15,3,"Kaiki heads to North Shirahebi Shrine daily in order to deceive Nadeko the snake god but finds himself being followed on his way home. Furthermore, he gets a mysterious threat telling him to “pull out of this case.”",,,,,,,,,,,,,,,,,,,,,,
170,Claire Scanlon,1,https://www.scads.de/movieBenchmark/resource/TMDB/person1296522,,,,,,,,,Directing,,,,,,,,,,,,,,,,,,,
171,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1404543,Episode 3,1973-01-01,3,1973-03-04,1,"Sara's father has died, penniless, and Miss Minchin tells Sara she is no longer a pupil but must work in the kitchen.",,,,,,,,,,,,,,,,,,,,,,
172,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1484077,Claes Malmberg gästar,2018-01-01,1,2018-03-09,2,,,,,,,,,,,,,,,,,,,,,,,
173,Mark Stetson,2,https://www.scads.de/movieBenchmark/resource/TMDB/person982902,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,Daniela Escobar,1,https://www.scads.de/movieBenchmark/resource/TMDB/person142819,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,Larry David,2,https://www.scads.de/movieBenchmark/resource/TMDB/person16376,,,,,,,,,Writing,,,,,,,,,,,,,,,,,,,
176,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode516549,Date With a Serial Killer: Rodney Cameron,2009-01-01,6,2009-07-30,3,"'Rodney Francis Cameron was dubbed ‘The Lonely Hearts Killer’ after he used a radio match-making program in 1990 to lure an unsuspecting woman to her death. Incredibly, he had only just been released from prison for two other killings in 1974. Cameron’s psychopathic tendencies appeared early in his life. At the age of ten he tried to strangle a young girl. He then attempted to strangle two other women, and moved into a life of alcohol and drug abuse, including experimenting with hallucinogenic chemicals. He also dabbled in Satanism. At the age of 19, while working at a nursing home in the Blue Mountains, west of Sydney, he raped and strangled nurse Florence Jackson.  The victim was left with a towel stuffed down her throat in what was to become his signature “mark of death”.  A week later, heading south to Melbourne, he hitched a lift with a 19-year-old bank clerk, Francesco Ciliberto, whom he strangled with a football sock.  A short time later, he was caught in Queensland after abducting a mother and daughter. He told arresting police he “had to kill three.” He was sentenced to prison for life and served 16 years. While incarcerated he married a lifelong friend named Anne. Soon after his release in 1990, he rang a late-night match-maker talkback program on radio 3AW Melbourne.  He described himself as a non-smoker and non-drinker, Gemini marine biologist who was searching for a partner “willing to share his happiness”. Forty-four-year-old Maria Goellner was one of six women who responded to his call. A few weeks later Maria was found lying dead on a motel room floor in the Blue Mountains, the same area where Cameron had committed this first murder 16 years earlier.   She had a handkerchief stuffed down her throat. The killer was jailed again for life, this time his file was marked “never to be released.” While in jail he allegedly made admissions to an informant indicating he had killed five additional victims, including two other women after his release from prison in 1990.   Police believe he was almost certainly responsible for the 1974 murder of elderly Sydney woman Sarah McKenzie, but there was not enough information to take that case to trial or to identify any of the other alleged victims.",,,,,,,,,,,,,,,,,,,,,,
177,America Ferrera,1,https://www.scads.de/movieBenchmark/resource/TMDB/person59174,,,,,,,,,Acting,,,,,,,,,,,,,,,,,,,
178,Sal Kroonenberg,0,https://www.scads.de/movieBenchmark/resource/TMDB/person1947155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode199049,Glass Maker,2009-01-01,16,2009-11-10,5,"Mike goes to Jonesboro, Arkansas to perform dung beetle research. Then he heads to Williamstown, West Virginia to try his hand at making glass art.",,,,,,,,,,,,,,,,,,,,,,
180,,,https://www.scads.de/movieBenchmark/resource/TMDB/tvSeries87624,PMTA,2018-01-01,,2018-12-16,,"Marcel Ben David is a former police officer that joins PMTA (initials in Hebrew for: Tel Aviv District Attorney), and herself in the middle of an entangled corruption story. A suspenseful legal drama with Chen Amsalem, Shlomo Bar-Aba and Oshri Cohen.",,IL,,true,2019-03-10,he,he,Returning Series,Drama,פמת״א,https://www.kan.org.il/page.aspx?landingpageid=1101,13,1,35,,,,,,,,
181,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode549449,The Paparazzo Affair,,1,,2,"Strange things have been happening, first Duc was chased by two crooks to the Sensa News, then the crooks try to take Duc from Sensa News. Fortunately, Ace was there to save him. However when they go back to the Magic Express, they been rocked by grenades. What's worse is the Magic Express is in fire. The Express goes away, until comes to a cliff, the Express falls into the ocean. Luckily, the Express can still operate underwater. Yet, Duc complains to Ace about him being crazy, but Ace confronts Duc. Duc shows Ace a CD video about a new director in the St. Paul Hospital name John Wosh. However, John Wosh isn't really who he is, his real name is Paul Kelly and was arrested for illegal chemical experiments. Duc gets to the hospital headfirst, only to be taken away. Ace and Cosmo arrive there, they learn that the secret of the hospital is to treat people with a new virus then give a medication for a high price. Ace saves Duc who was about to be thrown in boiling liquid. They find Wosh an",,,,,,,,,,,,,,,,,,,,,,
182,Nicholas Day,2,https://www.scads.de/movieBenchmark/resource/TMDB/person108294,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1236290,T-H-A-THANKSGIVING,2016-01-01,7,2016-11-16,1,"The DiMeo plan to avoid another horrible Thanksgiving with Jimmy’s brother’s family backfires when they invite themselves over to celebrate. While Kenneth and Ray destroy the turkey, the rest of the family creates a game, checking off the various instances of annoyance their relatives are known for. When Jimmy and his brother Billy decide to take their competition to the streets, the family discovers that Billy’s family is not as perfect as it seems.",,,,,,,,,,,,,,,,,,,,,,
184,Chad Fiveash,2,https://www.scads.de/movieBenchmark/resource/TMDB/person1214624,,,,,,,,,Writing,,,,,,,,,,,,,,,,,,,
185,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode694501,Slight Delay,1960-01-01,19,1960-02-14,7,,,,,,,,,,,,,,,,,,,,,,,
186,David H. Brooks,0,https://www.scads.de/movieBenchmark/resource/TMDB/person1687926,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,Ren Messer,0,https://www.scads.de/movieBenchmark/resource/TMDB/person1601620,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode324156,The Doll,2001-01-01,7,2001-11-04,2,"At the screening of a miniseries, the young daughter of a TV executive asks Larry to cut the hair off a beloved doll. When he complies, she becomes very upset. To remedy the situation, Larry and Jeff steal the head from Jeff's daughter's doll.",,,,,,,,,,,,,,,,,,,,,,
189,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode521707,Fight Night,1962-01-01,2,1962-10-08,1,"'An old political fight between two small-county commissioners causes the delay of Stoney and the rodeo from getting to the next venue, resulting in the death of one of the cowboys. The Police Commissioner wants his charity boxing match to run on the same night as the Health Commissioner's charity rodeo.Thugs in the employ of one of the boxers pays Ves Painter to help disrupt the rodeo.",,,,,,,,,,,,,,,,,,,,,,
190,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode402772,The Larcenous Lover,1962-01-01,10,1962-04-24,1,,,,,,,,,,,,,,,,,,,,,,,
191,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode914436,Episode 6,2013-01-01,6,2013-06-10,1,It's Freddie and Stuart's anniversary party and they're expecting a long awaited guest.,,,,,,,,,,,,,,,,,,,,,,
192,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode501575,Sylvia Pankhurst,2004-01-01,5,2004-12-03,2,"'Tracing her life from schooldays in radical Manchester to retirementin rural Essex, when Haile Selassie occasionally came to call,Sylvia Pankhurst the revolutionary and Rastafarian sympathiser isbrought to life as only Mark Steel can. From a bed-in with KeirHardie to Kill Bill style ju-jitsu, here’s everything you didn’tknow about this pioneer of democracy.Recalling a time when Manchester was the most radical city inBritain, this latest instalment in Mark Steel’s comedy lectureseries resonates with today’s human rights campaigners and anti-warradicals, as well as containing a short section revealing the besttype of stone to smash windows with.",,,,,,,,,,,,,,,,,,,,,,
193,Philippe Dean,0,https://www.scads.de/movieBenchmark/resource/TMDB/person929130,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1382475,Episode 33,2003-01-01,33,2003-03-05,1,,,,,,,,,,,,,,,,,,,,,,,
195,Ryoko Shiraishi,1,https://www.scads.de/movieBenchmark/resource/TMDB/person230472,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,Filmpark Production,,https://www.scads.de/movieBenchmark/resource/TMDB/company109070,,,,,,,productionCompany,SK,,,,,,,,,,,,,,,,,,,,
197,Ângelo Antônio,2,https://www.scads.de/movieBenchmark/resource/TMDB/person130037,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,Samuel Barnett,2,https://www.scads.de/movieBenchmark/resource/TMDB/person55471,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode199081,Dirty Holidays,2010-01-01,20,2010-12-14,6,,,,,,,,,,,,,,,,,,,,,,,
200,Suzuki Matsuo,2,https://www.scads.de/movieBenchmark/resource/TMDB/person58613,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,Omar Williams,0,https://www.scads.de/movieBenchmark/resource/TMDB/person1857449,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode311230,Identity Crisis,1999-01-01,19,1999-04-30,7,"Falsone and Lewis investigate the murder of a man in his own backyard. The victim's nose was removed from his body. Ballard and Gharty investigate the murder of a bartender at a strip club. Canvassing the neighbors, Falsone feels that one of the neighbors isn't what she appears to be. Later when they interview her husband, he gets the same feeling. The MEs complete a record setting day of completing autopsies, but find themselves with one unidentified extra body. Munch and Bayliss get the call, but insist that until they can get a crime scene to go to, the problem isn't theirs. Griscom finds the crime scene in the morgue freezer. Ballard mentions to Gharty that he might want to consider stopping his drinking. Falsone's theory about the victim's neighbors proves true when MGee checks into the Witness Protection program. MGee's phone call puts the wheels in motion to get the family moved. Falsone and Lewis arrive just in time to take their suspect into custody and away from the Feds. The",,,,,,,,,,,,,,,,,,,,,,
